Datei,Gruppe,Art,Ruf,Dur,Sfreq,Efreq,Stime,NMod,FMod,FRmin,Rmin,tRmin,Rlastms,Flastms,Fknee,Alphaknee,Rknee,ptknee,Fmk,Alphamk,Rmk,ptmk,Fmed,Fmidt,Fmidf,tmidf,ptmidf,PFmidt,Rmidt,Rmed,Rges,Dfm,Dqcf,Typ,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X62,X64,X66,X68,X70,X72,X74,X76,X78,X80,X82,X84,X86,X88,X90,X92,X94,X96,X98,X100,X102,X104,X106,X108,X110,X112,X114,X116,X118,X120,X122,X124,X126,X128,X130,X132,X134,X136,X138,X140,X142,X144,X146,X148
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,27,8.0,49.5328331,25.7239342,3479.0175781,92.0,26.0,25.5345554,0.3141785,-0.4000001,0.6019974,25.7248592,43.4874268,11.7034445,-0.9535131,0.0617284,29.3152847,-2.8385315,-0.1568577,0.5555556,29.9726467,29.9726467,37.5258408,1.4,0.175,0.1854669,-0.1706014,-0.1635389,-0.2976112,5.8000002,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,64.0,92.0,86.75,72.0,64.25,57.75,49.25,41.0,34.0,29.0,23.75,19.75,17.75,16.5,15.5,14.5,13.5,12.25,10.5,9.75,9.75,8.5,7.25,6.25,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,25,8.0002508,48.742466,34.5244102,3315.128418,102.5,28.0,27.2061882,0.1718712,-1.9000001,-4.3176842,30.4454536,35.4815025,11.4910231,-0.4184513,0.2222222,28.9306583,-1.143572,-0.1378508,0.5925926,31.2530117,30.2120457,37.9700317,1.4,0.1749945,0.139915,-0.2045894,-0.2003555,-0.1777257,5.7000003,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,93.5,102.5,84.0,74.0,65.25,57.0,49.5,40.25,27.75,19.5,16.75,15.25,15.0,15.25,13.5,11.75,12.0,12.0,10.5,9.75,10.0,7.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,3,8.2000008,51.7727242,27.8087807,360.7797241,97.0,27.0,26.5814743,0.002079,-0.5999999,-0.118618,26.7716484,47.0205307,13.1389389,-0.9677072,0.0481928,27.2615166,-2.4936147,-0.1317089,0.8433735,31.0428467,31.0428467,39.1712189,1.5,0.1829268,0.177484,-0.1834936,-0.1961832,-0.2922432,6.3000002,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,65.75,97.0,91.75,74.0,57.75,46.25,39.25,37.25,38.75,36.75,29.5,21.75,16.5,13.75,13.25,13.5,13.5,12.75,11.75,13.25,13.5,9.75,8.25,9.25,8.75,5.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,29,8.2002506,47.890213,30.5133533,3789.0947266,127.25,28.0,26.8394547,0.060463,-2.0,-1.1597824,28.6070747,36.3881874,12.1619492,-0.4581585,0.1807229,27.7749634,-2.3206315,0.1417053,0.8313253,30.1239605,29.9175758,37.3633232,1.4,0.1707265,0.1463464,-0.176116,-0.1950874,-0.2119129,6.2000003,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,53.75,115.5,127.25,90.5,60.0,46.0,40.5,41.0,40.25,32.75,23.0,17.75,16.25,16.0,15.25,13.25,11.75,11.75,11.25,9.75,8.75,6.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,22,8.3000002,69.319725,28.2310772,2978.8945312,102.5,27.0,27.3407841,0.464325,-0.6999998,-1.0200119,27.419569,35.5553741,10.9746923,-0.3989258,0.3690476,31.6861382,-1.9858346,-0.2671864,0.547619,32.7983398,32.7983398,48.2978363,1.5,0.1807229,0.1313487,-0.250932,-0.2557602,-0.4950439,7.0999999,1.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75,102.5,97.25,60.25,44.25,38.75,39.5,40.5,36.75,27.75,20.25,17.0,15.25,14.25,13.75,13.0,12.0,11.25,10.75,10.25,9.75,9.0,8.25,7.75,7.25,7.25,7.5,7.5,7.0,5.75,5.5,7.0,8.25,8.0,7.0,12.0,12.25,13.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,24,8.3002501,51.8284721,26.3814297,3151.9736328,108.0,26.0,26.3083382,0.2166176,-0.3000002,-0.4195976,26.1357307,35.4263802,8.4693565,-0.4445581,0.2380952,26.3629799,-6.8054576,0.0643163,0.9404762,29.593853,29.593853,38.8298531,1.4,0.1686696,0.1447315,-0.1198533,-0.1709652,-0.3065909,4.4000001,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,58.0,108.0,100.25,79.75,69.5,51.75,42.25,37.75,32.0,28.25,23.25,18.75,17.75,17.25,15.25,13.5,12.75,12.25,11.5,10.75,10.0,9.25,8.75,8.0,8.0,8.25,5.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,4,8.4000006,35.3615913,26.1478043,529.7775879,145.0,26.0,25.8984718,0.3931999,-0.5999999,-0.8982277,25.795475,31.0830059,5.6172614,-0.1629314,0.2,25.9181309,-5.0040154,0.0467904,0.9176471,27.9993114,27.9993114,30.4035225,2.3,0.2738095,0.2575456,-0.0779457,-0.1041145,-0.1096879,3.9000001,2.4000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,108.0,145.0,126.25,95.75,77.0,68.75,54.0,41.25,38.0,31.25,16.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00062.raw,Nyctaloid,Eser,4,8.5,33.6319771,24.5314331,723.4888306,153.0,25.0,24.5257339,0.0126648,-0.5,-0.0126648,24.5276337,31.992197,9.62883,-0.2573373,0.0581395,26.3287792,-7.1963634,-0.0564587,0.5697674,26.5738945,26.5738945,29.0766373,2.1000001,0.2470588,0.2252955,-0.129003,-0.1046925,-0.1070652,3.1000001,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,129.0,153.0,126.25,103.25,78.0,58.75,51.5,46.75,34.0,18.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00051.raw,Nyctaloid,Eser,4,8.5000315,46.3018684,25.7878056,428.9023132,117.0,26.0,26.4237118,0.4915619,-1.8000002,-0.9609413,25.7878056,42.2059517,10.2936573,-0.6627235,0.0581395,25.9378529,-7.6372242,0.0292914,0.9418604,29.3755054,29.3755054,35.9276733,1.8000001,0.2117639,0.1842085,-0.1913321,-0.19911,-0.2413419,5.7000003,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,87.75,117.0,97.75,70.25,54.0,49.0,45.75,39.5,33.0,28.5,26.5,25.25,22.5,18.25,16.75,18.25,17.25,14.75,13.5,12.0,9.25,4.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,9,8.6000004,54.8086891,27.5347519,1313.5985107,109.75,27.0,26.9612579,0.0505257,-0.8000002,-0.1659393,27.138279,48.2133904,10.9446802,-1.0833173,0.0574713,27.341238,-2.6926544,0.0720024,0.9425287,31.7513199,31.7513199,40.8837128,1.5,0.1744186,0.172086,-0.1920233,-0.2075787,-0.3171388,6.2000003,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,53.0,109.75,102.0,66.25,52.5,48.25,44.25,43.75,44.25,39.0,31.25,24.0,19.0,17.0,16.25,15.5,14.25,13.25,12.75,12.0,11.25,10.5,9.75,9.25,8.0,6.75,6.75,6.75,4.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,19,8.6002502,69.240181,28.9598503,2651.2133789,114.25,27.0,27.6664658,0.0534058,-0.6999998,-1.0865402,27.6610012,36.3831406,9.9934101,-0.4766703,0.3218391,27.6063137,-3.928478,0.0480468,0.8965517,32.1698074,32.1698074,48.2584038,1.4,0.162786,0.1166055,-0.2391143,-0.2242842,-0.4683759,7.2000003,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.25,114.25,108.75,64.25,48.0,43.0,42.25,41.25,35.0,28.0,22.0,17.5,15.0,13.5,13.0,12.75,12.25,11.5,10.75,10.0,9.25,9.0,8.5,8.0,7.75,7.25,7.0,7.0,6.75,6.25,6.25,6.5,6.0,5.75,6.25,12.25,10.25,10.5,9.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,8,8.7001257,63.5382843,28.0183659,1174.2875977,106.5,27.0,27.3586903,0.0701523,-0.9000001,-0.3356361,27.4649372,51.9565468,11.5823212,-1.3910742,0.0795455,28.0183659,-4.1425824,0.0827842,1.0,32.1215553,32.1215553,45.4150009,1.4,0.1609172,0.1332494,-0.1870944,-0.20924,-0.4082749,6.5999999,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75,106.5,100.75,67.0,57.0,51.0,44.25,40.25,39.75,34.5,25.5,20.25,18.0,16.0,14.75,14.5,13.75,12.25,11.75,12.0,11.0,9.5,9.0,8.75,9.0,9.0,7.25,5.75,5.5,5.75,6.0,6.25,6.5,6.25,6.0,11.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00051.raw,Nyctaloid,Eser,2,8.8000002,45.4721565,26.3052464,173.5825806,120.0,26.0,25.5908546,0.2878952,-0.8000002,-1.0370636,25.8501415,39.9707603,14.1412373,-0.5495558,0.0898876,28.637022,-3.0101385,-0.1459539,0.5730337,29.5874386,29.5874386,35.5243073,1.9,0.2159091,0.2016003,-0.1401076,-0.1662054,-0.2178058,6.3000002,1.3000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,82.0,120.0,102.0,76.0,65.75,58.25,50.5,42.0,32.0,25.75,24.75,25.25,24.75,24.0,21.5,16.5,14.25,15.0,15.5,13.0,7.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00051.raw,Nyctaloid,Eser,14,8.8000002,43.5122375,25.0245018,1728.9821777,142.5,26.0,25.919117,0.0291252,-1.1999998,1.014843,25.6523342,38.2052307,8.3627787,-0.6162419,0.0898876,25.5451298,-6.2503605,-0.0752499,0.9438202,28.3036938,28.3036938,34.2683716,1.7,0.1931818,0.1773712,-0.1193061,-0.1508026,-0.2100879,5.0999999,3.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,112.5,142.5,112.75,79.5,59.5,47.75,41.25,38.5,34.5,28.5,23.0,19.75,17.5,15.25,14.5,14.75,15.75,14.75,8.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/200808-NORRFAELL2-0424.raw,Nyctaloid,Enil,3,8.8000631,34.3659096,28.5072346,879.2211914,255.75,28.0,28.8839645,0.0918579,-3.3000002,-0.326786,28.1381798,32.7494011,10.2913036,-0.305733,0.0449438,28.5072346,-5.3087912,0.1096478,1.0,29.2365112,29.2365112,31.2172775,1.4,0.1590898,0.1854563,-0.080678,-0.0411301,-0.0665759,1.9,6.2000003,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.75,255.75,235.5,128.75,75.75,45.0,24.75,10.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,11,8.8001251,65.3015442,27.1232243,1661.923584,113.5,27.0,27.6927471,0.1602173,-0.5,-0.3658295,27.5430584,37.542675,10.2558985,-0.5295329,0.2808989,27.6847363,-10.1114206,-0.0516751,0.9438202,31.9475842,31.9475842,46.2123871,1.4,0.1590886,0.1263639,-0.2512484,-0.2349253,-0.4338446,6.5999999,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,113.5,105.75,71.0,58.0,45.5,39.75,39.75,38.25,33.25,26.25,20.0,16.25,14.25,13.0,12.5,12.5,12.0,11.25,10.75,10.0,9.25,9.0,8.75,8.5,8.5,8.0,7.25,7.0,6.75,6.25,6.25,6.75,6.75,6.25,11.25,10.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00024.raw,Nyctaloid,Eser,17,9.1002502,56.0411568,26.4123917,2488.5146484,127.5,26.0,25.9783554,0.2893448,-1.3000002,-0.7284737,26.4997578,42.8927002,10.0912676,-0.8797545,0.1195652,26.656744,-7.2564206,0.0023212,0.9456522,30.0263729,30.0263729,41.0025215,1.4,0.1538419,0.1350683,-0.1302421,-0.1612053,-0.3255908,6.5999999,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,59.0,127.5,113.75,77.25,69.5,59.75,48.0,40.5,35.75,31.0,24.5,19.5,18.0,16.5,15.0,14.25,13.75,12.75,11.25,10.0,9.0,9.0,9.5,9.0,8.25,7.5,7.25,7.25,6.75,6.75,5.5,2.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/200808-NORRFAELL2-0424.raw,Nyctaloid,Enil,2,9.2000008,38.5829124,28.6196613,466.8838196,234.25,29.0,29.8002071,0.1137924,-5.0,0.3054619,28.4250164,34.3037186,30.8643036,-0.678906,0.0430108,28.6196613,-4.4565644,0.0850816,1.0,29.6982574,29.6982574,33.4225006,0.7,0.0760869,0.1391528,-0.0406127,-0.0424643,-0.1082962,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,207.0,234.25,161.5,96.25,57.5,37.5,22.75,11.75,7.5,6.25,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/Volumes/MobileCallLib/RufanalyseReferenz2015/AssortedRecordings/140609-TROENDELDX-00051.raw,Nyctaloid,Eser,12,9.2001257,45.0587311,26.7876091,1407.5804443,129.0,27.0,27.4231091,0.0573349,-0.6999998,0.0573349,27.3722095,41.1376534,12.9412861,-0.601131,0.0537634,27.4628239,-10.8791475,-0.0730751,0.9462366,30.6489639,30.6489639,35.923172,1.9,0.2065189,0.2113365,-0.1020174,-0.1466761,-0.1985991,5.2000003,1.8000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,58.0,129.0,121.75,89.25,81.0,70.0,56.75,45.5,39.5,37.75,34.0,28.25,24.0,23.0,21.75,17.75,14.25,12.25,8.75,3.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
